sample,anode,state,slab,x_um,phi_ni,phi_ysz,phi_ni_conn
coarse_post,coarse,degraded,15,7.768599999999999,0.16040433829973708,0.45756993865030676,0.15540499561787904
coarse_post,coarse,degraded,16,8.2698,0.1457168273444347,0.4362640666082384,0.1398059158632778
coarse_post,coarse,degraded,17,8.771,0.14665942156003506,0.410330981595092,0.14448514460999123
coarse_post,coarse,degraded,18,9.2722,0.19461875547765117,0.3494844434706398,0.19144233128834356
coarse_post,coarse,degraded,19,9.773399999999999,0.24394338299737073,0.31123637160385625,0.2396840490797546
coarse_post,coarse,degraded,20,10.274599999999998,0.28959452234881683,0.29831450482033306,0.28400661700262925
coarse_post,coarse,degraded,21,10.775799999999998,0.3585035495179667,0.26809259421560033,0.35462830850131466
coarse_post,coarse,degraded,22,11.277,0.4310500438212095,0.18952028921998249,0.42838155127081506
coarse_post,coarse,degraded,23,11.778199999999998,0.48480078878177035,0.13048978965819458,0.48450297984224366
coarse_post,coarse,degraded,24,12.279399999999999,0.4940883435582822,0.08945311130587204,0.49387883435582824
coarse_post,coarse,degraded,25,12.780599999999998,0.48974062226117443,0.059271078001752846,0.48934509202453985
coarse_post,coarse,degraded,26,13.281799999999999,0.4654795793163891,0.08445994741454864,0.46506362839614374
coarse_post,coarse,degraded,27,13.782999999999998,0.38870539000876425,0.17114224364592462,0.38842274320771253
coarse_post,coarse,degraded,28,14.284199999999998,0.3001520157756354,0.2737019281332165,0.299665819456617
coarse_post,coarse,degraded,29,14.7854,0.2292636722173532,0.33126178790534616,0.2288175723049956
coarse_post,coarse,degraded,30,15.286599999999998,0.19180446976336546,0.3547666082383874,0.19049171779141105
coarse_post,coarse,degraded,31,15.787799999999999,0.18325438212094655,0.38464145486415424,0.18004991235758108
coarse_post,coarse,degraded,32,16.288999999999998,0.20151323400525856,0.3849163014899211,0.19496612620508327
coarse_post,coarse,degraded,33,16.7902,0.22235701139351446,0.3982812445223488,0.21568764241893076
coarse_post,coarse,degraded,34,17.2914,0.24184408413672218,0.38668409290096406,0.23872870289219983
coarse_post,coarse,degraded,35,17.7926,0.2515629272567923,0.3446558720420684,0.24876371603856268
coarse_post,coarse,degraded,36,18.2938,0.2559957055214724,0.2911558282208589,0.25203676599474145
coarse_post,coarse,degraded,37,18.795,0.2454068361086766,0.30159842243645923,0.23987388255915865
coarse_post,coarse,degraded,38,19.296199999999995,0.2438526730937774,0.28629491673970203,0.23643917616126206
coarse_post,coarse,degraded,39,19.797399999999996,0.24108943908851885,0.2776415425065732,0.23072002629272567
coarse_post,coarse,degraded,40,20.298599999999997,0.23005727432077125,0.29241971954425944,0.22050376862401402
coarse_post,coarse,degraded,41,20.799799999999998,0.20880552147239265,0.33458019281332163,0.20164851007887818
coarse_post,coarse,degraded,42,21.301,0.18138790534618757,0.37227129710780016,0.178379754601227
coarse_post,coarse,degraded,43,21.802199999999996,0.17112611744084136,0.38919539877300613,0.16552892199824715
coarse_post,coarse,degraded,44,22.303399999999996,0.17731954425942156,0.41037791411042945,0.15268943908851884
coarse_post,coarse,degraded,45,22.804599999999997,0.18472616126205083,0.40632309377738823,0.1356068361086766
coarse_post,coarse,degraded,46,23.305799999999998,0.2001210341805434,0.405610078878177,0.1283286152497809
