mode,nominal_target_ratio,struct_seed,achieved_p10_ratio,n_rounds,p_erode,expand_vox,damage_seed,phi_Ni_pre,phi_Ni_post,P_span_pre,P_span_post,P_reach_pre,P_reach_post,tpb_pre,tpb_post,lcf_pre,lcf_post,retained_P_span,retained_P_reach,retained_tpb,voxels_added_expand,voxels_removed_erosion,voxels_removed_islands,voxels_pre,voxels_post,source
lower_tail,2.0,1,1.937129432263008,5,0.35,1,100,0.324907169117647,0.2320896139705882,1.0,1.0,1.0,1.0,21.375229779411764,19.211856617647054,1.0,1.0,1.0,1.0,0.8987906476753561,46440,237034,11377,706998,505027,pre-registered
lower_tail,2.0,1,1.937129432263008,5,0.35,1,101,0.324907169117647,0.2321001838235294,1.0,1.0,1.0,1.0,21.375229779411764,19.217601102941178,1.0,1.0,1.0,1.0,0.8990593926363881,46440,236970,11418,706998,505050,pre-registered
lower_tail,2.0,1,1.937129432263008,5,0.35,1,102,0.324907169117647,0.2316819852941176,1.0,1.0,1.0,1.0,21.375229779411764,18.868336397058822,1.0,1.0,1.0,1.0,0.8827196990056436,46440,237881,11417,706998,504140,pre-registered
lower_tail,2.0,1,1.937129432263008,10,0.35,1,100,0.324907169117647,0.1071231617647058,1.0,0.0,1.0,0.0,21.375229779411764,0.0275735294117647,1.0,1.0,0.0,0.0,0.0012899758129535,46440,496747,23591,706998,233100,pre-registered
lower_tail,2.0,1,1.937129432263008,10,0.35,1,101,0.324907169117647,0.1075179227941176,1.0,0.0,1.0,1.0,21.375229779411764,0.0091911764705882,1.0,1.0,0.0,1.0,0.0004299919376511,46440,496672,22807,706998,233959,pre-registered
lower_tail,2.0,1,1.937129432263008,10,0.35,1,102,0.324907169117647,0.1075666360294117,1.0,0.0,1.0,0.0,21.375229779411764,0.0149356617647058,1.0,1.0,0.0,0.0,0.0006987368986831,46440,497036,22337,706998,234065,pre-registered
lower_tail,2.0,2,2.0,2,0.35,1,100,0.3169908088235294,0.2989623161764705,1.0,1.0,1.0,1.0,21.32238051470588,92.73322610294116,1.0,1.0,1.0,1.0,4.3491028611455365,43379,81655,954,689772,650542,pre-registered
lower_tail,2.0,2,2.0,2,0.35,1,101,0.3169908088235294,0.2989885110294117,1.0,1.0,1.0,1.0,21.32238051470588,92.98483455882352,1.0,1.0,1.0,1.0,4.360903065897947,43379,81585,967,689772,650599,pre-registered
lower_tail,2.0,2,2.0,2,0.35,1,102,0.3169908088235294,0.2989885110294117,1.0,1.0,1.0,1.0,21.32238051470588,93.03308823529412,1.0,1.0,1.0,1.0,4.363166118864164,43379,81609,943,689772,650599,pre-registered
lower_tail,2.0,2,2.0,5,0.35,1,100,0.3169908088235294,0.2239489889705882,1.0,1.0,1.0,1.0,21.32238051470588,20.366498161764707,1.0,1.0,1.0,1.0,0.9551699983835336,43379,234602,11236,689772,487313,pre-registered
lower_tail,2.0,2,2.0,5,0.35,1,101,0.3169908088235294,0.2239678308823529,1.0,1.0,1.0,1.0,21.32238051470588,20.217141544117645,1.0,1.0,1.0,1.0,0.9481653106309608,43379,234490,11307,689772,487354,pre-registered
lower_tail,2.0,2,2.0,5,0.35,1,102,0.3169908088235294,0.2238451286764705,1.0,1.0,1.0,1.0,21.32238051470588,19.377297794117645,1.0,1.0,1.0,1.0,0.9087774125761086,43379,234686,11378,689772,487087,pre-registered
lower_tail,2.0,2,2.0,10,0.35,1,100,0.3169908088235294,0.1022876838235294,1.0,0.0,1.0,0.0,21.32238051470588,0.0137867647058823,1.0,1.0,0.0,0.0,0.0006465865617759,43379,486908,23665,689772,222578,pre-registered
lower_tail,2.0,2,2.0,10,0.35,1,101,0.3169908088235294,0.1019871323529411,1.0,0.0,1.0,0.0,21.32238051470588,0.0229779411764705,1.0,1.0,0.0,0.0,0.0010776442696265,43379,486708,24519,689772,221924,pre-registered
lower_tail,2.0,2,2.0,10,0.35,1,102,0.3169908088235294,0.1029434742647058,1.0,0.0,1.0,0.0,21.32238051470588,0.0229779411764705,1.0,1.0,0.0,0.0,0.0010776442696265,43379,487297,21849,689772,224005,pre-registered
lower_tail,2.0,3,2.0,2,0.35,1,100,0.3269025735294117,0.3100059742647059,1.0,1.0,1.0,1.0,20.55261948529412,88.5500919117647,1.0,1.0,1.0,1.0,4.308457711442786,45541,81398,910,711340,674573,pre-registered
lower_tail,2.0,3,2.0,2,0.35,1,101,0.3269025735294117,0.309946231617647,1.0,1.0,1.0,1.0,20.55261948529412,89.0728400735294,1.0,1.0,1.0,1.0,4.333892336072447,45541,81505,933,711340,674443,pre-registered
lower_tail,2.0,3,2.0,2,0.35,1,102,0.3269025735294117,0.3100790441176471,1.0,1.0,1.0,1.0,20.55261948529412,88.92233455882352,1.0,1.0,1.0,1.0,4.326569400190061,45541,81179,970,711340,674732,pre-registered
lower_tail,2.0,3,2.0,5,0.35,1,100,0.3269025735294117,0.2346341911764705,1.0,1.0,1.0,1.0,20.55261948529412,18.70863970588235,1.0,1.0,1.0,1.0,0.9102800603722958,45541,235128,11189,711340,510564,pre-registered
lower_tail,2.0,3,2.0,5,0.35,1,101,0.3269025735294117,0.2349388786764706,1.0,1.0,1.0,1.0,20.55261948529412,18.46277573529412,1.0,1.0,1.0,1.0,0.8983174017552686,45541,234359,11295,711340,511227,pre-registered
lower_tail,2.0,3,2.0,5,0.35,1,102,0.3269025735294117,0.2346681985294117,1.0,1.0,1.0,1.0,20.55261948529412,18.426011029411764,1.0,1.0,1.0,1.0,0.8965285929901057,45541,234872,11371,711340,510638,pre-registered
lower_tail,2.0,3,2.0,10,0.35,1,100,0.3269025735294117,0.1110905330882353,1.0,0.0,1.0,0.0,20.55261948529412,0.021829044117647,1.0,1.0,0.0,0.0,0.0010621052043155,45541,491828,23320,711340,241733,pre-registered
lower_tail,2.0,3,2.0,10,0.35,1,101,0.3269025735294117,0.1116585477941176,1.0,0.0,1.0,0.0,20.55261948529412,0.0137867647058823,1.0,1.0,0.0,0.0,0.0006708032869361,45541,491460,22452,711340,242969,pre-registered
lower_tail,2.0,3,2.0,10,0.35,1,102,0.3269025735294117,0.1109044117647058,1.0,0.0,1.0,0.0,20.55261948529412,0.0137867647058823,1.0,1.0,0.0,0.0,0.0006708032869361,45541,492850,22703,711340,241328,pre-registered
lower_tail,2.0,4,2.0,2,0.35,1,100,0.3271700367647059,0.3100041360294118,1.0,1.0,1.0,1.0,20.952435661764707,89.25091911764706,1.0,1.0,1.0,1.0,4.259691835279925,44731,81138,946,711922,674569,pre-registered
lower_tail,2.0,4,2.0,2,0.35,1,101,0.3271700367647059,0.3099315257352941,1.0,1.0,1.0,1.0,20.952435661764707,89.5266544117647,1.0,1.0,1.0,1.0,4.272851894500191,44731,81369,873,711922,674411,pre-registered
lower_tail,2.0,4,2.0,2,0.35,1,102,0.3271700367647059,0.3099738051470588,1.0,1.0,1.0,1.0,20.952435661764707,90.0298713235294,1.0,1.0,1.0,1.0,4.296869002577178,44731,81218,932,711922,674503,pre-registered
lower_tail,2.0,4,2.0,5,0.35,1,100,0.3271700367647059,0.2349195772058823,1.0,1.0,1.0,1.0,20.952435661764707,19.155560661764703,1.0,1.0,1.0,1.0,0.9142402807479298,44731,234419,11049,711922,511185,pre-registered
lower_tail,2.0,4,2.0,5,0.35,1,101,0.3271700367647059,0.2350229779411764,1.0,1.0,1.0,1.0,20.952435661764707,19.22679227941176,1.0,1.0,1.0,1.0,0.9176399627131652,44731,234099,11144,711922,511410,pre-registered
lower_tail,2.0,4,2.0,5,0.35,1,102,0.3271700367647059,0.234859375,1.0,1.0,1.0,1.0,20.952435661764707,18.93956801470588,1.0,1.0,1.0,1.0,0.9039315676920544,44731,234427,11172,711922,511054,pre-registered
lower_tail,2.0,4,2.0,10,0.35,1,100,0.3271700367647059,0.1111286764705882,1.0,0.0,1.0,0.0,20.952435661764707,0.0149356617647058,1.0,1.0,0.0,0.0,0.0007128365410977,44731,492730,22107,711922,241816,pre-registered
lower_tail,2.0,4,2.0,10,0.35,1,101,0.3271700367647059,0.1114604779411764,1.0,0.0,1.0,1.0,20.952435661764707,0.0114889705882352,1.0,1.0,0.0,1.0,0.0005483358008444,44731,492218,21897,711922,242538,pre-registered
lower_tail,2.0,4,2.0,10,0.35,1,102,0.3271700367647059,0.1112449448529411,1.0,0.0,1.0,0.0,20.952435661764707,0.0183823529411764,1.0,1.0,0.0,0.0,0.000877337281351,44731,492284,22300,711922,242069,pre-registered
base,1.0,0,1.0,6,0.35,1,100,0.3298483455882353,0.21095220588235294,1.0,1.0,1.0,1.0,22.08065257352941,7.1691176470588225,1.0,1.0,1.0,1.0,0.32467870336646026,48118,292057,14779,717750,459032,"bridge (post-hoc, intensity only)"
base,1.0,0,1.0,6,0.35,1,101,0.3298483455882353,0.2112329963235294,1.0,1.0,1.0,1.0,22.08065257352941,7.572380514705881,1.0,1.0,1.0,1.0,0.34294188043082363,48118,291441,14784,717750,459643,"bridge (post-hoc, intensity only)"
base,1.0,0,1.0,6,0.35,1,102,0.3298483455882353,0.21105974264705882,1.0,1.0,1.0,1.0,22.08065257352941,7.2277113970588225,1.0,1.0,1.0,1.0,0.3273323273843592,48118,292039,14563,717750,459266,"bridge (post-hoc, intensity only)"
base,1.0,0,1.0,7,0.35,1,100,0.3298483455882353,0.1847909007352941,1.0,1.0,1.0,1.0,22.08065257352941,2.2690716911764706,1.0,1.0,1.0,1.0,0.10276289088922422,48118,346189,17574,717750,402105,"bridge (post-hoc, intensity only)"
base,1.0,0,1.0,7,0.35,1,101,0.3298483455882353,0.18493060661764707,1.0,1.0,1.0,1.0,22.08065257352941,2.5608915441176467,1.0,1.0,1.0,1.0,0.11597897913523075,48118,345994,17465,717750,402409,"bridge (post-hoc, intensity only)"
base,1.0,0,1.0,7,0.35,1,102,0.3298483455882353,0.1847311580882353,1.0,1.0,1.0,1.0,22.08065257352941,2.277113970588235,1.0,1.0,1.0,1.0,0.10312711379364171,48118,346410,17483,717750,401975,"bridge (post-hoc, intensity only)"
base,1.0,0,1.0,8,0.35,1,100,0.3298483455882353,0.15895818014705881,1.0,1.0,1.0,1.0,22.08065257352941,0.6939338235294117,1.0,1.0,1.0,1.0,0.031427233466881734,48118,398799,21176,717750,345893,"bridge (post-hoc, intensity only)"
base,1.0,0,1.0,8,0.35,1,101,0.3298483455882353,0.15990395220588235,1.0,1.0,1.0,1.0,22.08065257352941,0.6330422794117646,1.0,1.0,1.0,1.0,0.028669545762006348,48118,398712,19205,717750,347951,"bridge (post-hoc, intensity only)"
base,1.0,0,1.0,8,0.35,1,102,0.3298483455882353,0.15962086397058822,1.0,1.0,1.0,1.0,22.08065257352941,0.6215533088235294,1.0,1.0,1.0,1.0,0.028149227327124205,48118,399278,19255,717750,347335,"bridge (post-hoc, intensity only)"
base,1.0,1,1.0,6,0.35,1,100,0.3248198529411765,0.20477619485294118,1.0,1.0,1.0,1.0,21.623391544117645,7.101332720588235,1.0,1.0,1.0,1.0,0.3284097550608363,46513,292774,14954,706808,445593,"bridge (post-hoc, intensity only)"
base,1.0,1,1.0,6,0.35,1,101,0.3248198529411765,0.20491130514705883,1.0,1.0,1.0,1.0,21.623391544117645,7.649356617647058,1.0,1.0,1.0,1.0,0.35375378566494875,46513,292596,14838,706808,445887,"bridge (post-hoc, intensity only)"
base,1.0,1,1.0,6,0.35,1,102,0.3248198529411765,0.20443841911764707,1.0,1.0,1.0,1.0,21.623391544117645,7.416130514705881,1.0,1.0,1.0,1.0,0.34296796131980234,46513,293301,15162,706808,444858,"bridge (post-hoc, intensity only)"
base,1.0,1,1.0,7,0.35,1,100,0.3248198529411765,0.178640625,1.0,1.0,1.0,1.0,21.623391544117645,2.3575367647058822,1.0,1.0,1.0,1.0,0.10902715052335159,46513,347021,17578,706808,388722,"bridge (post-hoc, intensity only)"
base,1.0,1,1.0,7,0.35,1,101,0.3248198529411765,0.1786295955882353,1.0,1.0,1.0,1.0,21.623391544117645,2.389705882352941,1.0,1.0,1.0,1.0,0.11051485043302695,46513,347109,17514,706808,388698,"bridge (post-hoc, intensity only)"
base,1.0,1,1.0,7,0.35,1,102,0.3248198529411765,0.1774499080882353,1.0,1.0,1.0,1.0,21.623391544117645,2.289751838235294,1.0,1.0,1.0,1.0,0.10589235428510706,46513,347521,19669,706808,386131,"bridge (post-hoc, intensity only)"
base,1.0,1,1.0,8,0.35,1,100,0.3248198529411765,0.15268795955882353,1.0,1.0,1.0,1.0,21.623391544117645,0.6353400735294118,1.0,1.0,1.0,1.0,0.029382073216088416,46513,399946,21126,706808,332249,"bridge (post-hoc, intensity only)"
base,1.0,1,1.0,8,0.35,1,101,0.3248198529411765,0.15291314338235293,1.0,1.0,1.0,1.0,21.623391544117645,0.6479779411764705,1.0,1.0,1.0,1.0,0.0299665267520323,46513,399769,20813,706808,332739,"bridge (post-hoc, intensity only)"
base,1.0,1,1.0,8,0.35,1,102,0.3248198529411765,0.15266636029411765,1.0,1.0,1.0,1.0,21.623391544117645,0.6341911764705881,1.0,1.0,1.0,1.0,0.029328941076457143,46513,400171,20948,706808,332202,"bridge (post-hoc, intensity only)"
base,1.0,2,1.0,6,0.35,1,100,0.3169315257352941,0.19688097426470588,1.0,1.0,1.0,1.0,21.91061580882353,7.542509191176471,1.0,1.0,1.0,1.0,0.34423994546693937,43569,289654,15145,689643,428413,"bridge (post-hoc, intensity only)"
base,1.0,2,1.0,6,0.35,1,101,0.3169315257352941,0.19695450367647058,1.0,1.0,1.0,1.0,21.91061580882353,7.826286764705882,1.0,1.0,1.0,1.0,0.35719154737559644,43569,289616,15023,689643,428573,"bridge (post-hoc, intensity only)"
base,1.0,2,1.0,6,0.35,1,102,0.3169315257352941,0.19680376838235294,1.0,1.0,1.0,1.0,21.91061580882353,7.680376838235293,1.0,1.0,1.0,1.0,0.3505322216978658,43569,289787,15180,689643,428245,"bridge (post-hoc, intensity only)"
base,1.0,2,1.0,7,0.35,1,100,0.3169315257352941,0.17129917279411766,1.0,1.0,1.0,1.0,21.91061580882353,2.3471966911764706,1.0,1.0,1.0,1.0,0.1071260028315243,43569,342702,17763,689643,372747,"bridge (post-hoc, intensity only)"
base,1.0,2,1.0,7,0.35,1,101,0.3169315257352941,0.17134880514705883,1.0,1.0,1.0,1.0,21.91061580882353,2.473575367647059,1.0,1.0,1.0,1.0,0.11289392270987364,43569,342670,17687,689643,372855,"bridge (post-hoc, intensity only)"
base,1.0,2,1.0,7,0.35,1,102,0.3169315257352941,0.1712247242647059,1.0,1.0,1.0,1.0,21.91061580882353,2.4827665441176467,1.0,1.0,1.0,1.0,0.11331340779193538,43569,342921,17706,689643,372585,"bridge (post-hoc, intensity only)"
base,1.0,2,1.0,8,0.35,1,100,0.3169315257352941,0.14622426470588235,1.0,1.0,1.0,1.0,21.91061580882353,0.6295955882352942,1.0,1.0,1.0,1.0,0.02873472812123119,43569,394020,21008,689643,318184,"bridge (post-hoc, intensity only)"
base,1.0,2,1.0,8,0.35,1,101,0.3169315257352941,0.14721783088235293,1.0,1.0,1.0,1.0,21.91061580882353,0.590533088235294,1.0,1.0,1.0,1.0,0.02695191652246867,43569,393609,19257,689643,320346,"bridge (post-hoc, intensity only)"
base,1.0,2,1.0,8,0.35,1,102,0.3169315257352941,0.14685661764705882,1.0,1.0,1.0,1.0,21.91061580882353,0.5801930147058822,1.0,1.0,1.0,1.0,0.026479995805149176,43569,394161,19491,689643,319560,"bridge (post-hoc, intensity only)"
base,1.0,3,1.0,6,0.35,1,100,0.3268065257352941,0.2066236213235294,1.0,1.0,1.0,1.0,20.99379595588235,6.861213235294117,1.0,1.0,1.0,1.0,0.32682099272150167,45679,289813,17384,711131,449613,"bridge (post-hoc, intensity only)"
base,1.0,3,1.0,6,0.35,1,101,0.3268065257352941,0.2070482536764706,1.0,1.0,1.0,1.0,20.99379595588235,7.2472426470588225,1.0,1.0,1.0,1.0,0.34520877797843813,45679,288986,17287,711131,450537,"bridge (post-hoc, intensity only)"
base,1.0,3,1.0,6,0.35,1,102,0.3268065257352941,0.20548345588235295,1.0,1.0,1.0,1.0,20.99379595588235,7.184053308823529,1.0,1.0,1.0,1.0,0.342198872653642,45679,289400,20278,711131,447132,"bridge (post-hoc, intensity only)"
base,1.0,3,1.0,7,0.35,1,100,0.3268065257352941,0.17997886029411764,1.0,1.0,1.0,1.0,20.99379595588235,2.1438419117647056,1.0,1.0,1.0,1.0,0.10211787883762928,45679,343538,21638,711131,391634,"bridge (post-hoc, intensity only)"
base,1.0,3,1.0,7,0.35,1,101,0.3268065257352941,0.1805032169117647,1.0,1.0,1.0,1.0,20.99379595588235,2.281709558823529,1.0,1.0,1.0,1.0,0.10868494500082088,45679,342718,21317,711131,392775,"bridge (post-hoc, intensity only)"
base,1.0,3,1.0,7,0.35,1,102,0.3268065257352941,0.18032352941176472,1.0,1.0,1.0,1.0,20.99379595588235,2.302389705882353,1.0,1.0,1.0,1.0,0.10967000492529963,45679,343097,21329,711131,392384,"bridge (post-hoc, intensity only)"
base,1.0,3,1.0,8,0.35,1,100,0.3268065257352941,0.15577251838235295,1.0,1.0,1.0,1.0,20.99379595588235,0.5238970588235293,1.0,1.0,1.0,1.0,0.024954851420128054,45679,395575,22274,711131,338961,"bridge (post-hoc, intensity only)"
base,1.0,3,1.0,8,0.35,1,101,0.3268065257352941,0.15620634191176472,1.0,1.0,1.0,1.0,20.99379595588235,0.5170036764705882,1.0,1.0,1.0,1.0,0.02462649811196848,45679,394922,21983,711131,339905,"bridge (post-hoc, intensity only)"
base,1.0,3,1.0,8,0.35,1,102,0.3268065257352941,0.1557734375,1.0,1.0,1.0,1.0,20.99379595588235,0.5675551470588235,1.0,1.0,1.0,1.0,0.027034422371805394,45679,395573,22274,711131,338963,"bridge (post-hoc, intensity only)"
base,1.0,4,1.0,6,0.35,1,100,0.32709742647058826,0.20795266544117647,1.0,1.0,1.0,1.0,21.216681985294116,7.319623161764706,1.0,1.0,1.0,1.0,0.3449937726755835,44436,288974,14721,711764,452505,"bridge (post-hoc, intensity only)"
base,1.0,4,1.0,6,0.35,1,101,0.32709742647058826,0.2081829044117647,1.0,1.0,1.0,1.0,21.216681985294116,7.597656249999999,1.0,1.0,1.0,1.0,0.35809822927383983,44436,288451,14743,711764,453006,"bridge (post-hoc, intensity only)"
base,1.0,4,1.0,6,0.35,1,102,0.32709742647058826,0.20805147058823528,1.0,1.0,1.0,1.0,21.216681985294116,7.372472426470588,1.0,1.0,1.0,1.0,0.3474847024421942,44436,288565,14915,711764,452720,"bridge (post-hoc, intensity only)"
base,1.0,4,1.0,7,0.35,1,100,0.32709742647058826,0.1820358455882353,1.0,1.0,1.0,1.0,21.216681985294116,2.3000919117647056,1.0,1.0,1.0,1.0,0.10840959549466615,44436,342650,17440,711764,396110,"bridge (post-hoc, intensity only)"
base,1.0,4,1.0,7,0.35,1,101,0.32709742647058826,0.18215027573529413,1.0,1.0,1.0,1.0,21.216681985294116,2.3046874999999996,1.0,1.0,1.0,1.0,0.10862619808306707,44436,342364,17477,711764,396359,"bridge (post-hoc, intensity only)"
base,1.0,4,1.0,7,0.35,1,102,0.32709742647058826,0.18227757352941176,1.0,1.0,1.0,1.0,21.216681985294116,2.4437040441176467,1.0,1.0,1.0,1.0,0.11517842638219526,44436,342234,17330,711764,396636,"bridge (post-hoc, intensity only)"
base,1.0,4,1.0,8,0.35,1,100,0.32709742647058826,0.15640625,1.0,1.0,1.0,1.0,21.216681985294116,0.5813419117647058,1.0,1.0,1.0,1.0,0.027400227432717823,44436,394939,20921,711764,340340,"bridge (post-hoc, intensity only)"
base,1.0,4,1.0,8,0.35,1,101,0.32709742647058826,0.15722288602941176,1.0,1.0,1.0,1.0,21.216681985294116,0.5583639705882353,1.0,1.0,1.0,1.0,0.026317214490713167,44436,394797,19286,711764,342117,"bridge (post-hoc, intensity only)"
base,1.0,4,1.0,8,0.35,1,102,0.32709742647058826,0.15721507352941178,1.0,1.0,1.0,1.0,21.216681985294116,0.5928308823529411,1.0,1.0,1.0,1.0,0.02794173390372015,44436,394750,19350,711764,342100,"bridge (post-hoc, intensity only)"
lower_tail,1.5,0,1.333333372807931,6,0.35,1,100,0.3299457720588235,0.2108377757352941,1.0,1.0,1.0,1.0,21.948529411764703,7.159926470588235,1.0,1.0,1.0,1.0,0.326214405360134,47965,292349,14795,717962,458783,"bridge (post-hoc, intensity only)"
lower_tail,1.5,0,1.333333372807931,6,0.35,1,101,0.3299457720588235,0.21110707720588234,1.0,1.0,1.0,1.0,21.948529411764703,7.511488970588235,1.0,1.0,1.0,1.0,0.3422319932998325,47965,291695,14863,717962,459369,"bridge (post-hoc, intensity only)"
lower_tail,1.5,0,1.333333372807931,6,0.35,1,102,0.3299457720588235,0.21093198529411764,1.0,1.0,1.0,1.0,21.948529411764703,7.275965073529411,1.0,1.0,1.0,1.0,0.33150125628140703,47965,292365,14574,717962,458988,"bridge (post-hoc, intensity only)"
lower_tail,1.5,0,1.333333372807931,7,0.35,1,100,0.3299457720588235,0.18459329044117648,1.0,1.0,1.0,1.0,21.948529411764703,2.297794117647059,1.0,1.0,1.0,1.0,0.10469011725293134,47965,346620,17632,717962,401675,"bridge (post-hoc, intensity only)"
lower_tail,1.5,0,1.333333372807931,7,0.35,1,101,0.3299457720588235,0.18474816176470588,1.0,1.0,1.0,1.0,21.948529411764703,2.5390625,1.0,1.0,1.0,1.0,0.11568257956448913,47965,346369,17546,717962,402012,"bridge (post-hoc, intensity only)"
lower_tail,1.5,0,1.333333372807931,7,0.35,1,102,0.3299457720588235,0.1845220588235294,1.0,1.0,1.0,1.0,21.948529411764703,2.3265165441176467,1.0,1.0,1.0,1.0,0.10599874371859297,47965,346856,17551,717962,401520,"bridge (post-hoc, intensity only)"
lower_tail,1.5,0,1.333333372807931,8,0.35,1,100,0.3299457720588235,0.15869025735294118,1.0,1.0,1.0,1.0,21.948529411764703,0.666360294117647,1.0,1.0,1.0,1.0,0.030360134003350085,47965,399364,21253,717962,345310,"bridge (post-hoc, intensity only)"
lower_tail,1.5,0,1.333333372807931,8,0.35,1,101,0.3299457720588235,0.15968933823529413,1.0,1.0,1.0,1.0,21.948529411764703,0.6433823529411764,1.0,1.0,1.0,1.0,0.02931323283082077,47965,399173,19270,717962,347484,"bridge (post-hoc, intensity only)"
lower_tail,1.5,0,1.333333372807931,8,0.35,1,102,0.3299457720588235,0.15932858455882354,1.0,1.0,1.0,1.0,21.948529411764703,0.6227022058823529,1.0,1.0,1.0,1.0,0.028371021775544392,47965,399861,19367,717962,346699,"bridge (post-hoc, intensity only)"
lower_tail,1.5,1,1.6142746033532454,6,0.35,1,100,0.3248855698529412,0.20482444852941176,1.0,1.0,1.0,1.0,21.490119485294116,7.104779411764706,1.0,1.0,1.0,1.0,0.3306067896284416,46418,292795,14876,706951,445698,"bridge (post-hoc, intensity only)"
lower_tail,1.5,1,1.6142746033532454,6,0.35,1,101,0.3248855698529412,0.2050045955882353,1.0,1.0,1.0,1.0,21.490119485294116,7.542509191176471,1.0,1.0,1.0,1.0,0.35097567495322113,46418,292466,14813,706951,446090,"bridge (post-hoc, intensity only)"
lower_tail,1.5,1,1.6142746033532454,6,0.35,1,102,0.3248855698529412,0.20450045955882354,1.0,1.0,1.0,1.0,21.490119485294116,7.342601102941176,1.0,1.0,1.0,1.0,0.3416733493718257,46418,293302,15074,706951,444993,"bridge (post-hoc, intensity only)"
lower_tail,1.5,1,1.6142746033532454,7,0.35,1,100,0.3248855698529412,0.17856847426470587,1.0,1.0,1.0,1.0,21.490119485294116,2.3368566176470584,1.0,1.0,1.0,1.0,0.10874097834803527,46418,347221,17583,706951,388565,"bridge (post-hoc, intensity only)"
lower_tail,1.5,1,1.6142746033532454,7,0.35,1,101,0.3248855698529412,0.17864613970588236,1.0,1.0,1.0,1.0,21.490119485294116,2.3701746323529407,1.0,1.0,1.0,1.0,0.1102913659449345,46418,347079,17556,706951,388734,"bridge (post-hoc, intensity only)"
lower_tail,1.5,1,1.6142746033532454,7,0.35,1,102,0.3248855698529412,0.17839154411764707,1.0,1.0,1.0,1.0,21.490119485294116,2.3104319852941173,1.0,1.0,1.0,1.0,0.10751136059877038,46418,347580,17609,706951,388180,"bridge (post-hoc, intensity only)"
lower_tail,1.5,1,1.6142746033532454,8,0.35,1,100,0.3248855698529412,0.15251011029411765,1.0,1.0,1.0,1.0,21.490119485294116,0.6169577205882353,1.0,1.0,1.0,1.0,0.028708901363271856,46418,400334,21173,706951,331862,"bridge (post-hoc, intensity only)"
lower_tail,1.5,1,1.6142746033532454,8,0.35,1,101,0.3248855698529412,0.15348943014705882,1.0,1.0,1.0,1.0,21.490119485294116,0.6571691176470588,1.0,1.0,1.0,1.0,0.0305800588078054,46418,399847,19529,706951,333993,"bridge (post-hoc, intensity only)"
lower_tail,1.5,1,1.6142746033532454,8,0.35,1,102,0.3248855698529412,0.15329917279411764,1.0,1.0,1.0,1.0,21.490119485294116,0.6364889705882353,1.0,1.0,1.0,1.0,0.029617749264902436,46418,400333,19457,706951,333579,"bridge (post-hoc, intensity only)"
lower_tail,1.5,2,1.333333372807931,6,0.35,1,100,0.3169829963235294,0.19692233455882352,1.0,1.0,1.0,1.0,21.692325367647058,7.607996323529411,1.0,1.0,1.0,1.0,0.35072294899634554,43435,289588,15099,689755,428503,"bridge (post-hoc, intensity only)"
lower_tail,1.5,2,1.333333372807931,6,0.35,1,101,0.3169829963235294,0.19704457720588237,1.0,1.0,1.0,1.0,21.692325367647058,7.7585018382352935,1.0,1.0,1.0,1.0,0.3576611408294052,43435,289361,15060,689755,428769,"bridge (post-hoc, intensity only)"
lower_tail,1.5,2,1.333333372807931,6,0.35,1,102,0.3169829963235294,0.19678722426470588,1.0,1.0,1.0,1.0,21.692325367647058,7.581571691176469,1.0,1.0,1.0,1.0,0.3495047931783274,43435,289840,15141,689755,428209,"bridge (post-hoc, intensity only)"
lower_tail,1.5,2,1.333333372807931,7,0.35,1,100,0.3169829963235294,0.17123805147058824,1.0,1.0,1.0,1.0,21.692325367647058,2.3403033088235294,1.0,1.0,1.0,1.0,0.1078862348392564,43435,342816,17760,689755,372614,"bridge (post-hoc, intensity only)"
lower_tail,1.5,2,1.333333372807931,7,0.35,1,101,0.3169829963235294,0.17136580882352942,1.0,1.0,1.0,1.0,21.692325367647058,2.4253216911764706,1.0,1.0,1.0,1.0,0.11180551877548858,43435,342610,17688,689755,372892,"bridge (post-hoc, intensity only)"
lower_tail,1.5,2,1.333333372807931,7,0.35,1,102,0.3169829963235294,0.17114935661764705,1.0,1.0,1.0,1.0,21.692325367647058,2.485064338235294,1.0,1.0,1.0,1.0,0.11455961019013823,43435,343059,17710,689755,372421,"bridge (post-hoc, intensity only)"
lower_tail,1.5,2,1.333333372807931,8,0.35,1,100,0.3169829963235294,0.1461185661764706,1.0,1.0,1.0,1.0,21.692325367647058,0.6146599264705882,1.0,1.0,1.0,1.0,0.02833536359303003,43435,394187,21049,689755,317954,"bridge (post-hoc, intensity only)"
lower_tail,1.5,2,1.333333372807931,8,0.35,1,101,0.3169829963235294,0.14713832720588235,1.0,1.0,1.0,1.0,21.692325367647058,0.6066176470588235,1.0,1.0,1.0,1.0,0.02796462051798104,43435,393683,19334,689755,320173,"bridge (post-hoc, intensity only)"
lower_tail,1.5,2,1.333333372807931,8,0.35,1,102,0.3169829963235294,0.1466544117647059,1.0,1.0,1.0,1.0,21.692325367647058,0.5595128676470588,1.0,1.0,1.0,1.0,0.025793125364122663,43435,394455,19615,689755,319120,"bridge (post-hoc, intensity only)"
lower_tail,1.5,3,1.333333372807931,6,0.35,1,100,0.3268740808823529,0.20773851102941177,1.0,1.0,1.0,1.0,20.832950367647058,6.969209558823528,1.0,1.0,1.0,1.0,0.334528208239122,45661,289983,14917,711278,452039,"bridge (post-hoc, intensity only)"
