mode,nominal_target_ratio,struct_seed,achieved_p10_ratio,n_rounds,p_erode,expand_vox,damage_seed,phi_Ni_pre,phi_Ni_post,P_span_pre,P_span_post,P_reach_pre,P_reach_post,tpb_pre,tpb_post,lcf_pre,lcf_post,retained_P_span,retained_P_reach,retained_tpb,voxels_added_expand,voxels_removed_erosion,voxels_removed_islands,voxels_pre,voxels_post
lower_tail,2.0,1,1.937129432263008,10,0.35,1,102,0.32490716911764705,0.10756663602941176,1.0,0.0,1.0,0.0,21.375229779411764,0.014935661764705881,1.0,1.0,0.0,0.0,0.0006987368986831496,46440,497036,22337,706998,234065
lower_tail,2.0,2,2.0,2,0.35,1,100,0.3169908088235294,0.29896231617647057,1.0,1.0,1.0,1.0,21.32238051470588,92.73322610294117,1.0,1.0,1.0,1.0,4.3491028611455365,43379,81655,954,689772,650542
lower_tail,2.0,2,2.0,2,0.35,1,101,0.3169908088235294,0.29898851102941176,1.0,1.0,1.0,1.0,21.32238051470588,92.98483455882352,1.0,1.0,1.0,1.0,4.360903065897947,43379,81585,967,689772,650599
lower_tail,2.0,2,2.0,2,0.35,1,102,0.3169908088235294,0.29898851102941176,1.0,1.0,1.0,1.0,21.32238051470588,93.03308823529412,1.0,1.0,1.0,1.0,4.3631661188641635,43379,81609,943,689772,650599
lower_tail,2.0,2,2.0,5,0.35,1,100,0.3169908088235294,0.22394898897058824,1.0,1.0,1.0,1.0,21.32238051470588,20.366498161764707,1.0,1.0,1.0,1.0,0.9551699983835337,43379,234602,11236,689772,487313
lower_tail,2.0,2,2.0,5,0.35,1,101,0.3169908088235294,0.22396783088235295,1.0,1.0,1.0,1.0,21.32238051470588,20.217141544117645,1.0,1.0,1.0,1.0,0.9481653106309607,43379,234490,11307,689772,487354
lower_tail,2.0,2,2.0,5,0.35,1,102,0.3169908088235294,0.22384512867647058,1.0,1.0,1.0,1.0,21.32238051470588,19.377297794117645,1.0,1.0,1.0,1.0,0.9087774125761086,43379,234686,11378,689772,487087
lower_tail,2.0,2,2.0,10,0.35,1,100,0.3169908088235294,0.10228768382352942,1.0,0.0,1.0,0.0,21.32238051470588,0.01378676470588235,1.0,1.0,0.0,0.0,0.0006465865617759577,43379,486908,23665,689772,222578
lower_tail,2.0,2,2.0,10,0.35,1,101,0.3169908088235294,0.10198713235294117,1.0,0.0,1.0,0.0,21.32238051470588,0.022977941176470586,1.0,1.0,0.0,0.0,0.0010776442696265962,43379,486708,24519,689772,221924
lower_tail,2.0,2,2.0,10,0.35,1,102,0.3169908088235294,0.10294347426470589,1.0,0.0,1.0,0.0,21.32238051470588,0.022977941176470586,1.0,1.0,0.0,0.0,0.0010776442696265962,43379,487297,21849,689772,224005
lower_tail,2.0,3,2.0,2,0.35,1,100,0.32690257352941177,0.3100059742647059,1.0,1.0,1.0,1.0,20.552619485294116,88.5500919117647,1.0,1.0,1.0,1.0,4.308457711442786,45541,81398,910,711340,674573
lower_tail,2.0,3,2.0,2,0.35,1,101,0.32690257352941177,0.30994623161764706,1.0,1.0,1.0,1.0,20.552619485294116,89.0728400735294,1.0,1.0,1.0,1.0,4.333892336072447,45541,81505,933,711340,674443
lower_tail,2.0,3,2.0,2,0.35,1,102,0.32690257352941177,0.3100790441176471,1.0,1.0,1.0,1.0,20.552619485294116,88.92233455882352,1.0,1.0,1.0,1.0,4.326569400190061,45541,81179,970,711340,674732
lower_tail,2.0,3,2.0,5,0.35,1,100,0.32690257352941177,0.23463419117647058,1.0,1.0,1.0,1.0,20.552619485294116,18.70863970588235,1.0,1.0,1.0,1.0,0.9102800603722958,45541,235128,11189,711340,510564
lower_tail,2.0,3,2.0,5,0.35,1,101,0.32690257352941177,0.2349388786764706,1.0,1.0,1.0,1.0,20.552619485294116,18.462775735294116,1.0,1.0,1.0,1.0,0.8983174017552686,45541,234359,11295,711340,511227
lower_tail,2.0,3,2.0,5,0.35,1,102,0.32690257352941177,0.23466819852941176,1.0,1.0,1.0,1.0,20.552619485294116,18.426011029411764,1.0,1.0,1.0,1.0,0.8965285929901057,45541,234872,11371,711340,510638
lower_tail,2.0,3,2.0,10,0.35,1,100,0.32690257352941177,0.1110905330882353,1.0,0.0,1.0,0.0,20.552619485294116,0.021829044117647058,1.0,1.0,0.0,0.0,0.0010621052043155012,45541,491828,23320,711340,241733
lower_tail,2.0,3,2.0,10,0.35,1,101,0.32690257352941177,0.11165854779411764,1.0,0.0,1.0,0.0,20.552619485294116,0.01378676470588235,1.0,1.0,0.0,0.0,0.0006708032869361059,45541,491460,22452,711340,242969
lower_tail,2.0,3,2.0,10,0.35,1,102,0.32690257352941177,0.11090441176470588,1.0,0.0,1.0,0.0,20.552619485294116,0.01378676470588235,1.0,1.0,0.0,0.0,0.0006708032869361059,45541,492850,22703,711340,241328
lower_tail,2.0,4,2.0,2,0.35,1,100,0.3271700367647059,0.3100041360294118,1.0,1.0,1.0,1.0,20.952435661764707,89.25091911764706,1.0,1.0,1.0,1.0,4.259691835279925,44731,81138,946,711922,674569
lower_tail,2.0,4,2.0,2,0.35,1,101,0.3271700367647059,0.30993152573529414,1.0,1.0,1.0,1.0,20.952435661764707,89.5266544117647,1.0,1.0,1.0,1.0,4.272851894500191,44731,81369,873,711922,674411
lower_tail,2.0,4,2.0,2,0.35,1,102,0.3271700367647059,0.3099738051470588,1.0,1.0,1.0,1.0,20.952435661764707,90.0298713235294,1.0,1.0,1.0,1.0,4.296869002577178,44731,81218,932,711922,674503
lower_tail,2.0,4,2.0,5,0.35,1,100,0.3271700367647059,0.23491957720588236,1.0,1.0,1.0,1.0,20.952435661764707,19.155560661764703,1.0,1.0,1.0,1.0,0.9142402807479298,44731,234419,11049,711922,511185
lower_tail,2.0,4,2.0,5,0.35,1,101,0.3271700367647059,0.23502297794117646,1.0,1.0,1.0,1.0,20.952435661764707,19.22679227941176,1.0,1.0,1.0,1.0,0.9176399627131653,44731,234099,11144,711922,511410
lower_tail,2.0,4,2.0,5,0.35,1,102,0.3271700367647059,0.234859375,1.0,1.0,1.0,1.0,20.952435661764707,18.93956801470588,1.0,1.0,1.0,1.0,0.9039315676920545,44731,234427,11172,711922,511054
lower_tail,2.0,4,2.0,10,0.35,1,100,0.3271700367647059,0.11112867647058823,1.0,0.0,1.0,0.0,20.952435661764707,0.014935661764705881,1.0,1.0,0.0,0.0,0.0007128365410977682,44731,492730,22107,711922,241816
lower_tail,2.0,4,2.0,10,0.35,1,101,0.3271700367647059,0.11146047794117647,1.0,0.0,1.0,1.0,20.952435661764707,0.011488970588235293,1.0,1.0,0.0,1.0,0.000548335800844437,44731,492218,21897,711922,242538
lower_tail,2.0,4,2.0,10,0.35,1,102,0.3271700367647059,0.11124494485294117,1.0,0.0,1.0,0.0,20.952435661764707,0.01838235294117647,1.0,1.0,0.0,0.0,0.0008773372813510994,44731,492284,22300,711922,242069
