mode,nominal_target_ratio,struct_seed,achieved_p10_ratio,n_rounds,p_erode,expand_vox,damage_seed,phi_Ni_pre,phi_Ni_post,P_span_pre,P_span_post,P_reach_pre,P_reach_post,tpb_pre,tpb_post,lcf_pre,lcf_post,retained_P_span,retained_P_reach,retained_tpb,voxels_added_expand,voxels_removed_erosion,voxels_removed_islands,voxels_pre,voxels_post
lower_tail,2.0,2,2.0,6,0.35,1,102,0.3169908088235294,0.19721691176470588,1.0,1.0,1.0,1.0,21.32238051470588,7.529871323529412,1.0,1.0,1.0,1.0,0.3531440271566356,43379,288946,15061,689772,429144
lower_tail,2.0,2,2.0,7,0.35,1,100,0.3169908088235294,0.17168566176470587,1.0,1.0,1.0,1.0,21.32238051470588,2.362132352941176,1.0,1.0,1.0,1.0,0.1107818309176141,43379,341938,17625,689772,373588
lower_tail,2.0,2,2.0,7,0.35,1,101,0.3169908088235294,0.17175597426470587,1.0,1.0,1.0,1.0,21.32238051470588,2.4977022058823524,1.0,1.0,1.0,1.0,0.11713993210841099,43379,341871,17539,689772,373741
lower_tail,2.0,2,2.0,7,0.35,1,102,0.3169908088235294,0.17154917279411766,1.0,1.0,1.0,1.0,21.32238051470588,2.4437040441176467,1.0,1.0,1.0,1.0,0.11460746807478851,43379,342245,17615,689772,373291
lower_tail,2.0,2,2.0,8,0.35,1,100,0.3169908088235294,0.14709420955882352,1.0,1.0,1.0,1.0,21.32238051470588,0.6192555147058822,1.0,1.0,1.0,1.0,0.029042513066436768,43379,393542,19532,689772,320077
lower_tail,2.0,2,2.0,8,0.35,1,101,0.3169908088235294,0.14737683823529413,1.0,1.0,1.0,1.0,21.32238051470588,0.6514246323529411,1.0,1.0,1.0,1.0,0.030551215043914004,43379,393206,19253,689772,320692
lower_tail,2.0,2,2.0,8,0.35,1,102,0.3169908088235294,0.1469765625,1.0,1.0,1.0,1.0,21.32238051470588,0.5583639705882353,1.0,1.0,1.0,1.0,0.02618675575192629,43379,393879,19451,689772,319821
lower_tail,2.0,3,2.0,6,0.35,1,100,0.32690257352941177,0.20789384191176472,1.0,1.0,1.0,1.0,20.552619485294116,6.910615808823529,1.0,1.0,1.0,1.0,0.33624014757672316,45541,289693,14811,711340,452377
lower_tail,2.0,3,2.0,6,0.35,1,101,0.32690257352941177,0.20835891544117646,1.0,1.0,1.0,1.0,20.552619485294116,7.200137867647059,1.0,1.0,1.0,1.0,0.35032701660238136,45541,288744,14748,711340,453389
lower_tail,2.0,3,2.0,6,0.35,1,102,0.32690257352941177,0.20775045955882354,1.0,1.0,1.0,1.0,20.552619485294116,7.103630514705881,1.0,1.0,1.0,1.0,0.3456313935938286,45541,289805,15011,711340,452065
lower_tail,2.0,3,2.0,7,0.35,1,100,0.32690257352941177,0.18179595588235295,1.0,1.0,1.0,1.0,20.552619485294116,2.1645220588235294,1.0,1.0,1.0,1.0,0.10531611604896865,45541,343654,17639,711340,395588
lower_tail,2.0,3,2.0,7,0.35,1,101,0.32690257352941177,0.1823216911764706,1.0,1.0,1.0,1.0,20.552619485294116,2.2518382352941178,1.0,1.0,1.0,1.0,0.10956453686623066,45541,342740,17409,711340,396732
lower_tail,2.0,3,2.0,7,0.35,1,102,0.32690257352941177,0.18182904411764705,1.0,1.0,1.0,1.0,20.552619485294116,2.282858455882353,1.0,1.0,1.0,1.0,0.11107384426183689,45541,343814,17407,711340,395660
lower_tail,2.0,3,2.0,8,0.35,1,100,0.32690257352941177,0.1569581801470588,1.0,1.0,1.0,1.0,20.552619485294116,0.52734375,1.0,1.0,1.0,1.0,0.025658225725306055,45541,395900,19440,711340,341541
lower_tail,2.0,3,2.0,8,0.35,1,101,0.32690257352941177,0.15738189338235295,1.0,1.0,1.0,1.0,20.552619485294116,0.49517463235294107,1.0,1.0,1.0,1.0,0.02409301805578847,45541,395283,19135,711340,342463
lower_tail,2.0,3,2.0,8,0.35,1,102,0.32690257352941177,0.15672242647058823,1.0,1.0,1.0,1.0,20.552619485294116,0.5526194852941175,1.0,1.0,1.0,1.0,0.026888031751355578,45541,396530,19323,711340,341028
lower_tail,2.0,4,2.0,6,0.35,1,100,0.3271700367647059,0.20811948529411764,1.0,1.0,1.0,1.0,20.952435661764707,7.178308823529411,1.0,1.0,1.0,1.0,0.3426002083676043,44731,289111,14674,711922,452868
lower_tail,2.0,4,2.0,6,0.35,1,101,0.3271700367647059,0.20822426470588234,1.0,1.0,1.0,1.0,20.952435661764707,7.501148897058823,1.0,1.0,1.0,1.0,0.358008444371333,44731,288807,14750,711922,453096
lower_tail,2.0,4,2.0,6,0.35,1,102,0.3271700367647059,0.20799448529411765,1.0,1.0,1.0,1.0,20.952435661764707,7.255284926470588,1.0,1.0,1.0,1.0,0.346274058233262,44731,289184,14873,711922,452596
lower_tail,2.0,4,2.0,7,0.35,1,100,0.3271700367647059,0.18198851102941177,1.0,1.0,1.0,1.0,20.952435661764707,2.198988970588235,1.0,1.0,1.0,1.0,0.10495147228162525,44731,343150,17496,711922,396007
lower_tail,2.0,4,2.0,7,0.35,1,101,0.3271700367647059,0.18205698529411765,1.0,1.0,1.0,1.0,20.952435661764707,2.2989430147058822,1.0,1.0,1.0,1.0,0.10972199374897186,44731,343044,17453,711922,396156
lower_tail,2.0,4,2.0,7,0.35,1,102,0.3271700367647059,0.18211351102941176,1.0,1.0,1.0,1.0,20.952435661764707,2.3690257352941178,1.0,1.0,1.0,1.0,0.11306684213412294,44731,343084,17290,711922,396279
lower_tail,2.0,4,2.0,8,0.35,1,100,0.3271700367647059,0.1568768382352941,1.0,1.0,1.0,1.0,20.952435661764707,0.5629595588235294,1.0,1.0,1.0,1.0,0.02686845424137742,44731,395789,19500,711922,341364
lower_tail,2.0,4,2.0,8,0.35,1,101,0.3271700367647059,0.15696599264705882,1.0,1.0,1.0,1.0,20.952435661764707,0.5618106617647058,1.0,1.0,1.0,1.0,0.02681362066129297,44731,395728,19367,711922,341558
lower_tail,2.0,4,2.0,8,0.35,1,102,0.3271700367647059,0.1569347426470588,1.0,1.0,1.0,1.0,20.952435661764707,0.5847886029411764,1.0,1.0,1.0,1.0,0.027910292262981848,44731,395753,19410,711922,341490
